name,location,type,rank,rating,feesPerYear,description,website,phone,email,established,courses
Chitradurga Engineering College 363,Chitradurga,Engineering,308,3.7,573997,"Engineering college in Chitradurga, Karnataka",https://chitradurgaengineeringcollege363.edu.in,,info@chitradurgaengineeringcollege363.edu.in,2011,CSE|ECE|ME|Civil|AI|DS
Udupi PU College 364,Udupi,PU,122,3.5,1445104,"PU college in Udupi, Karnataka",https://udupipucollege364.edu.in,,info@udupipucollege364.edu.in,1960,PUC Science|Commerce|Arts
Chikkamagaluru PU College 365,Chikkamagaluru,PU,407,3.7,1008594,"PU college in Chikkamagaluru, Karnataka",https://chikkamagalurupucollege365.edu.in,,info@chikkamagalurupucollege365.edu.in,1959,PUC Science|Commerce|Arts
Bidar PU College 366,Bidar,PU,59,3.8,574343,"PU college in Bidar, Karnataka",https://bidarpucollege366.edu.in,,info@bidarpucollege366.edu.in,1956,PUC Science|Commerce|Arts
Bidar Engineering College 367,Bidar,Engineering,494,4.4,43101,"Engineering college in Bidar, Karnataka",https://bidarengineeringcollege367.edu.in,,info@bidarengineeringcollege367.edu.in,2003,CSE|ECE|ME|Civil|AI|DS
Mandya Engineering College 368,Mandya,Engineering,357,4.5,757349,"Engineering college in Mandya, Karnataka",https://mandyaengineeringcollege368.edu.in,,info@mandyaengineeringcollege368.edu.in,1979,CSE|ECE|ME|Civil|AI|DS
Davangere Engineering College 369,Davangere,Engineering,414,4.0,311259,"Engineering college in Davangere, Karnataka",https://davangereengineeringcollege369.edu.in,,info@davangereengineeringcollege369.edu.in,1991,CSE|ECE|ME|Civil|AI|DS
Mysuru Degree College 370,Mysuru,Degree,199,4.2,881630,"Degree college in Mysuru, Karnataka",https://mysurudegreecollege370.edu.in,,info@mysurudegreecollege370.edu.in,1950,BA|BSc|BCom|BBA|BCA
Shivamogga PU College 371,Shivamogga,PU,261,4.1,902453,"PU college in Shivamogga, Karnataka",https://shivamoggapucollege371.edu.in,,info@shivamoggapucollege371.edu.in,2015,PUC Science|Commerce|Arts
Ballari PU College 372,Ballari,PU,268,4.8,895841,"PU college in Ballari, Karnataka",https://ballaripucollege372.edu.in,,info@ballaripucollege372.edu.in,1987,PUC Science|Commerce|Arts
Kalaburagi Medical College 373,Kalaburagi,Medical,271,4.6,251881,"Medical college in Kalaburagi, Karnataka",https://kalaburagimedicalcollege373.edu.in,,info@kalaburagimedicalcollege373.edu.in,1987,MBBS|MD|MS|BDS
Shivamogga Degree College 374,Shivamogga,Degree,75,3.8,1001102,"Degree college in Shivamogga, Karnataka",https://shivamoggadegreecollege374.edu.in,,info@shivamoggadegreecollege374.edu.in,2020,BA|BSc|BCom|BBA|BCA
Tumakuru Engineering College 375,Tumakuru,Engineering,35,3.7,1105185,"Engineering college in Tumakuru, Karnataka",https://tumakuruengineeringcollege375.edu.in,,info@tumakuruengineeringcollege375.edu.in,1962,CSE|ECE|ME|Civil|AI|DS
Belagavi Engineering College 376,Belagavi,Engineering,384,3.8,988149,"Engineering college in Belagavi, Karnataka",https://belagaviengineeringcollege376.edu.in,,info@belagaviengineeringcollege376.edu.in,2021,CSE|ECE|ME|Civil|AI|DS
Tumakuru Medical College 377,Tumakuru,Medical,410,4.4,1158912,"Medical college in Tumakuru, Karnataka",https://tumakurumedicalcollege377.edu.in,,info@tumakurumedicalcollege377.edu.in,1956,MBBS|MD|MS|BDS
Belagavi Engineering College 378,Belagavi,Engineering,18,4.8,764473,"Engineering college in Belagavi, Karnataka",https://belagaviengineeringcollege378.edu.in,,info@belagaviengineeringcollege378.edu.in,1968,CSE|ECE|ME|Civil|AI|DS
Mysuru PU College 379,Mysuru,PU,478,4.2,1370386,"PU college in Mysuru, Karnataka",https://mysurupucollege379.edu.in,,info@mysurupucollege379.edu.in,2010,PUC Science|Commerce|Arts
Udupi Engineering College 380,Udupi,Engineering,387,4.9,581262,"Engineering college in Udupi, Karnataka",https://udupiengineeringcollege380.edu.in,,info@udupiengineeringcollege380.edu.in,2006,CSE|ECE|ME|Civil|AI|DS
Bidar Degree College 381,Bidar,Degree,102,3.9,901667,"Degree college in Bidar, Karnataka",https://bidardegreecollege381.edu.in,,info@bidardegreecollege381.edu.in,1951,BA|BSc|BCom|BBA|BCA
Kalaburagi Medical College 382,Kalaburagi,Medical,50,4.1,808091,"Medical college in Kalaburagi, Karnataka",https://kalaburagimedicalcollege382.edu.in,,info@kalaburagimedicalcollege382.edu.in,2013,MBBS|MD|MS|BDS
Belagavi Medical College 383,Belagavi,Medical,15,4.4,289726,"Medical college in Belagavi, Karnataka",https://belagavimedicalcollege383.edu.in,,info@belagavimedicalcollege383.edu.in,2012,MBBS|MD|MS|BDS
Chitradurga Medical College 384,Chitradurga,Medical,12,4.3,1246471,"Medical college in Chitradurga, Karnataka",https://chitradurgamedicalcollege384.edu.in,,info@chitradurgamedicalcollege384.edu.in,1964,MBBS|MD|MS|BDS
Bidar PU College 385,Bidar,PU,227,3.5,379204,"PU college in Bidar, Karnataka",https://bidarpucollege385.edu.in,,info@bidarpucollege385.edu.in,2020,PUC Science|Commerce|Arts
Chitradurga Engineering College 386,Chitradurga,Engineering,50,3.5,280254,"Engineering college in Chitradurga, Karnataka",https://chitradurgaengineeringcollege386.edu.in,,info@chitradurgaengineeringcollege386.edu.in,1965,CSE|ECE|ME|Civil|AI|DS
Bengaluru Rural Medical College 387,Bengaluru Rural,Medical,320,3.9,684752,"Medical college in Bengaluru Rural, Karnataka",https://bengalurururalmedicalcollege387.edu.in,,info@bengalurururalmedicalcollege387.edu.in,1968,MBBS|MD|MS|BDS
Bengaluru Urban Medical College 388,Bengaluru Urban,Medical,191,3.9,275291,"Medical college in Bengaluru Urban, Karnataka",https://bengaluruurbanmedicalcollege388.edu.in,,info@bengaluruurbanmedicalcollege388.edu.in,1972,MBBS|MD|MS|BDS
Udupi PU College 389,Udupi,PU,472,4.3,744493,"PU college in Udupi, Karnataka",https://udupipucollege389.edu.in,,info@udupipucollege389.edu.in,2004,PUC Science|Commerce|Arts
Raichur Engineering College 390,Raichur,Engineering,60,4.3,1324179,"Engineering college in Raichur, Karnataka",https://raichurengineeringcollege390.edu.in,,info@raichurengineeringcollege390.edu.in,1977,CSE|ECE|ME|Civil|AI|DS
Mandya Engineering College 391,Mandya,Engineering,435,4.4,500600,"Engineering college in Mandya, Karnataka",https://mandyaengineeringcollege391.edu.in,,info@mandyaengineeringcollege391.edu.in,1983,CSE|ECE|ME|Civil|AI|DS
Bengaluru Rural Degree College 392,Bengaluru Rural,Degree,159,4.2,226444,"Degree college in Bengaluru Rural, Karnataka",https://bengalurururaldegreecollege392.edu.in,,info@bengalurururaldegreecollege392.edu.in,1994,BA|BSc|BCom|BBA|BCA
Ballari Medical College 393,Ballari,Medical,200,4.5,383310,"Medical college in Ballari, Karnataka",https://ballarimedicalcollege393.edu.in,,info@ballarimedicalcollege393.edu.in,2006,MBBS|MD|MS|BDS
Bengaluru Urban Engineering College 394,Bengaluru Urban,Engineering,104,4.8,882038,"Engineering college in Bengaluru Urban, Karnataka",https://bengaluruurbanengineeringcollege394.edu.in,,info@bengaluruurbanengineeringcollege394.edu.in,1950,CSE|ECE|ME|Civil|AI|DS
Chikkamagaluru Degree College 395,Chikkamagaluru,Degree,181,3.7,971374,"Degree college in Chikkamagaluru, Karnataka",https://chikkamagalurudegreecollege395.edu.in,,info@chikkamagalurudegreecollege395.edu.in,2002,BA|BSc|BCom|BBA|BCA
Chitradurga Medical College 396,Chitradurga,Medical,273,4.2,148654,"Medical college in Chitradurga, Karnataka",https://chitradurgamedicalcollege396.edu.in,,info@chitradurgamedicalcollege396.edu.in,1965,MBBS|MD|MS|BDS
Mysuru Medical College 397,Mysuru,Medical,71,4.2,1051107,"Medical college in Mysuru, Karnataka",https://mysurumedicalcollege397.edu.in,,info@mysurumedicalcollege397.edu.in,2003,MBBS|MD|MS|BDS
Chitradurga Engineering College 398,Chitradurga,Engineering,46,4.8,1072639,"Engineering college in Chitradurga, Karnataka",https://chitradurgaengineeringcollege398.edu.in,,info@chitradurgaengineeringcollege398.edu.in,1955,CSE|ECE|ME|Civil|AI|DS
Tumakuru Medical College 399,Tumakuru,Medical,352,4.1,598590,"Medical college in Tumakuru, Karnataka",https://tumakurumedicalcollege399.edu.in,,info@tumakurumedicalcollege399.edu.in,1995,MBBS|MD|MS|BDS
Hassan Degree College 400,Hassan,Degree,147,4.4,198157,"Degree college in Hassan, Karnataka",https://hassandegreecollege400.edu.in,,info@hassandegreecollege400.edu.in,1979,BA|BSc|BCom|BBA|BCA
Udupi Medical College 401,Udupi,Medical,26,4.7,1498884,"Medical college in Udupi, Karnataka",https://udupimedicalcollege401.edu.in,,info@udupimedicalcollege401.edu.in,1960,MBBS|MD|MS|BDS
Udupi PU College 402,Udupi,PU,51,3.9,574140,"PU college in Udupi, Karnataka",https://udupipucollege402.edu.in,,info@udupipucollege402.edu.in,1955,PUC Science|Commerce|Arts
Bengaluru Rural Engineering College 403,Bengaluru Rural,Engineering,304,3.6,1207551,"Engineering college in Bengaluru Rural, Karnataka",https://bengalurururalengineeringcollege403.edu.in,,info@bengalurururalengineeringcollege403.edu.in,1990,CSE|ECE|ME|Civil|AI|DS
Mysuru Medical College 404,Mysuru,Medical,144,4.7,627769,"Medical college in Mysuru, Karnataka",https://mysurumedicalcollege404.edu.in,,info@mysurumedicalcollege404.edu.in,1988,MBBS|MD|MS|BDS
Ballari Degree College 405,Ballari,Degree,213,3.6,370856,"Degree college in Ballari, Karnataka",https://ballaridegreecollege405.edu.in,,info@ballaridegreecollege405.edu.in,1970,BA|BSc|BCom|BBA|BCA
Udupi Degree College 406,Udupi,Degree,161,4.8,265521,"Degree college in Udupi, Karnataka",https://udupidegreecollege406.edu.in,,info@udupidegreecollege406.edu.in,1951,BA|BSc|BCom|BBA|BCA
Mysuru Medical College 407,Mysuru,Medical,381,3.9,1217705,"Medical college in Mysuru, Karnataka",https://mysurumedicalcollege407.edu.in,,info@mysurumedicalcollege407.edu.in,2019,MBBS|MD|MS|BDS
Davangere Engineering College 408,Davangere,Engineering,378,4.4,912369,"Engineering college in Davangere, Karnataka",https://davangereengineeringcollege408.edu.in,,info@davangereengineeringcollege408.edu.in,1978,CSE|ECE|ME|Civil|AI|DS
Dakshina Kannada Medical College 409,Dakshina Kannada,Medical,386,3.7,55209,"Medical college in Dakshina Kannada, Karnataka",https://dakshinakannadamedicalcollege409.edu.in,,info@dakshinakannadamedicalcollege409.edu.in,2010,MBBS|MD|MS|BDS
Ballari Engineering College 410,Ballari,Engineering,472,4.4,636550,"Engineering college in Ballari, Karnataka",https://ballariengineeringcollege410.edu.in,,info@ballariengineeringcollege410.edu.in,1983,CSE|ECE|ME|Civil|AI|DS
Ballari Medical College 411,Ballari,Medical,270,4.8,1492771,"Medical college in Ballari, Karnataka",https://ballarimedicalcollege411.edu.in,,info@ballarimedicalcollege411.edu.in,1985,MBBS|MD|MS|BDS
Bidar Medical College 412,Bidar,Medical,14,4.4,241386,"Medical college in Bidar, Karnataka",https://bidarmedicalcollege412.edu.in,,info@bidarmedicalcollege412.edu.in,1985,MBBS|MD|MS|BDS
Davangere PU College 413,Davangere,PU,366,4.4,1046093,"PU college in Davangere, Karnataka",https://davangerepucollege413.edu.in,,info@davangerepucollege413.edu.in,1958,PUC Science|Commerce|Arts
Mandya PU College 414,Mandya,PU,484,4.4,912065,"PU college in Mandya, Karnataka",https://mandyapucollege414.edu.in,,info@mandyapucollege414.edu.in,1967,PUC Science|Commerce|Arts
Udupi PU College 415,Udupi,PU,359,4.0,715691,"PU college in Udupi, Karnataka",https://udupipucollege415.edu.in,,info@udupipucollege415.edu.in,2008,PUC Science|Commerce|Arts
Mysuru Degree College 416,Mysuru,Degree,120,4.8,411702,"Degree college in Mysuru, Karnataka",https://mysurudegreecollege416.edu.in,,info@mysurudegreecollege416.edu.in,1977,BA|BSc|BCom|BBA|BCA
Hassan Engineering College 417,Hassan,Engineering,242,4.6,719139,"Engineering college in Hassan, Karnataka",https://hassanengineeringcollege417.edu.in,,info@hassanengineeringcollege417.edu.in,1950,CSE|ECE|ME|Civil|AI|DS
Shivamogga Degree College 418,Shivamogga,Degree,65,4.8,399507,"Degree college in Shivamogga, Karnataka",https://shivamoggadegreecollege418.edu.in,,info@shivamoggadegreecollege418.edu.in,2006,BA|BSc|BCom|BBA|BCA
Davangere Engineering College 419,Davangere,Engineering,216,4.6,1438385,"Engineering college in Davangere, Karnataka",https://davangereengineeringcollege419.edu.in,,info@davangereengineeringcollege419.edu.in,2014,CSE|ECE|ME|Civil|AI|DS
Belagavi PU College 420,Belagavi,PU,427,4.2,1473066,"PU college in Belagavi, Karnataka",https://belagavipucollege420.edu.in,,info@belagavipucollege420.edu.in,2006,PUC Science|Commerce|Arts
Tumakuru Engineering College 421,Tumakuru,Engineering,436,4.1,243828,"Engineering college in Tumakuru, Karnataka",https://tumakuruengineeringcollege421.edu.in,,info@tumakuruengineeringcollege421.edu.in,2018,CSE|ECE|ME|Civil|AI|DS
Bengaluru Urban Degree College 422,Bengaluru Urban,Degree,261,4.8,612217,"Degree college in Bengaluru Urban, Karnataka",https://bengaluruurbandegreecollege422.edu.in,,info@bengaluruurbandegreecollege422.edu.in,1976,BA|BSc|BCom|BBA|BCA
Raichur Medical College 423,Raichur,Medical,171,4.7,324196,"Medical college in Raichur, Karnataka",https://raichurmedicalcollege423.edu.in,,info@raichurmedicalcollege423.edu.in,1966,MBBS|MD|MS|BDS
Koppal Degree College 424,Koppal,Degree,214,4.8,676409,"Degree college in Koppal, Karnataka",https://koppaldegreecollege424.edu.in,,info@koppaldegreecollege424.edu.in,1971,BA|BSc|BCom|BBA|BCA
Ballari Medical College 425,Ballari,Medical,111,3.7,1259871,"Medical college in Ballari, Karnataka",https://ballarimedicalcollege425.edu.in,,info@ballarimedicalcollege425.edu.in,1997,MBBS|MD|MS|BDS
Kalaburagi Engineering College 426,Kalaburagi,Engineering,424,4.1,244619,"Engineering college in Kalaburagi, Karnataka",https://kalaburagiengineeringcollege426.edu.in,,info@kalaburagiengineeringcollege426.edu.in,2015,CSE|ECE|ME|Civil|AI|DS
Davangere PU College 427,Davangere,PU,102,4.7,360809,"PU college in Davangere, Karnataka",https://davangerepucollege427.edu.in,,info@davangerepucollege427.edu.in,1956,PUC Science|Commerce|Arts
Chitradurga Engineering College 428,Chitradurga,Engineering,158,4.6,1335443,"Engineering college in Chitradurga, Karnataka",https://chitradurgaengineeringcollege428.edu.in,,info@chitradurgaengineeringcollege428.edu.in,1958,CSE|ECE|ME|Civil|AI|DS
Chikkamagaluru PU College 429,Chikkamagaluru,PU,2,4.9,1236671,"PU college in Chikkamagaluru, Karnataka",https://chikkamagalurupucollege429.edu.in,,info@chikkamagalurupucollege429.edu.in,1975,PUC Science|Commerce|Arts
Bidar Degree College 430,Bidar,Degree,390,4.3,496772,"Degree college in Bidar, Karnataka",https://bidardegreecollege430.edu.in,,info@bidardegreecollege430.edu.in,2012,BA|BSc|BCom|BBA|BCA
Bengaluru Rural PU College 431,Bengaluru Rural,PU,75,4.7,221471,"PU college in Bengaluru Rural, Karnataka",https://bengalurururalpucollege431.edu.in,,info@bengalurururalpucollege431.edu.in,1960,PUC Science|Commerce|Arts
Raichur Engineering College 432,Raichur,Engineering,329,4.8,1147535,"Engineering college in Raichur, Karnataka",https://raichurengineeringcollege432.edu.in,,info@raichurengineeringcollege432.edu.in,1950,CSE|ECE|ME|Civil|AI|DS
Chitradurga Medical College 433,Chitradurga,Medical,211,4.0,573430,"Medical college in Chitradurga, Karnataka",https://chitradurgamedicalcollege433.edu.in,,info@chitradurgamedicalcollege433.edu.in,2007,MBBS|MD|MS|BDS
Shivamogga PU College 434,Shivamogga,PU,485,4.4,438319,"PU college in Shivamogga, Karnataka",https://shivamoggapucollege434.edu.in,,info@shivamoggapucollege434.edu.in,1990,PUC Science|Commerce|Arts
Bengaluru Rural Degree College 435,Bengaluru Rural,Degree,122,4.7,684680,"Degree college in Bengaluru Rural, Karnataka",https://bengalurururaldegreecollege435.edu.in,,info@bengalurururaldegreecollege435.edu.in,1967,BA|BSc|BCom|BBA|BCA
Belagavi PU College 436,Belagavi,PU,320,4.7,1329260,"PU college in Belagavi, Karnataka",https://belagavipucollege436.edu.in,,info@belagavipucollege436.edu.in,1969,PUC Science|Commerce|Arts
Dharwad PU College 437,Dharwad,PU,1,4.5,625085,"PU college in Dharwad, Karnataka",https://dharwadpucollege437.edu.in,,info@dharwadpucollege437.edu.in,2002,PUC Science|Commerce|Arts
Kalaburagi Degree College 438,Kalaburagi,Degree,133,4.2,1176121,"Degree college in Kalaburagi, Karnataka",https://kalaburagidegreecollege438.edu.in,,info@kalaburagidegreecollege438.edu.in,1957,BA|BSc|BCom|BBA|BCA
Chitradurga Medical College 439,Chitradurga,Medical,384,4.8,1075843,"Medical college in Chitradurga, Karnataka",https://chitradurgamedicalcollege439.edu.in,,info@chitradurgamedicalcollege439.edu.in,1995,MBBS|MD|MS|BDS
Tumakuru Degree College 440,Tumakuru,Degree,336,4.6,1197135,"Degree college in Tumakuru, Karnataka",https://tumakurudegreecollege440.edu.in,,info@tumakurudegreecollege440.edu.in,1998,BA|BSc|BCom|BBA|BCA
Hassan PU College 441,Hassan,PU,33,4.9,1232382,"PU college in Hassan, Karnataka",https://hassanpucollege441.edu.in,,info@hassanpucollege441.edu.in,1975,PUC Science|Commerce|Arts
Bidar Medical College 442,Bidar,Medical,251,4.3,259366,"Medical college in Bidar, Karnataka",https://bidarmedicalcollege442.edu.in,,info@bidarmedicalcollege442.edu.in,1992,MBBS|MD|MS|BDS
Hassan Degree College 443,Hassan,Degree,73,4.3,188717,"Degree college in Hassan, Karnataka",https://hassandegreecollege443.edu.in,,info@hassandegreecollege443.edu.in,1995,BA|BSc|BCom|BBA|BCA
Udupi PU College 444,Udupi,PU,149,3.5,352038,"PU college in Udupi, Karnataka",https://udupipucollege444.edu.in,,info@udupipucollege444.edu.in,2020,PUC Science|Commerce|Arts
Udupi PU College 445,Udupi,PU,15,4.5,1322227,"PU college in Udupi, Karnataka",https://udupipucollege445.edu.in,,info@udupipucollege445.edu.in,1954,PUC Science|Commerce|Arts
Chitradurga PU College 446,Chitradurga,PU,360,4.2,161434,"PU college in Chitradurga, Karnataka",https://chitradurgapucollege446.edu.in,,info@chitradurgapucollege446.edu.in,2004,PUC Science|Commerce|Arts
Mandya Degree College 447,Mandya,Degree,194,3.8,341658,"Degree college in Mandya, Karnataka",https://mandyadegreecollege447.edu.in,,info@mandyadegreecollege447.edu.in,1984,BA|BSc|BCom|BBA|BCA
Koppal PU College 448,Koppal,PU,414,3.8,275999,"PU college in Koppal, Karnataka",https://koppalpucollege448.edu.in,,info@koppalpucollege448.edu.in,1957,PUC Science|Commerce|Arts
Belagavi Engineering College 449,Belagavi,Engineering,108,4.3,339200,"Engineering college in Belagavi, Karnataka",https://belagaviengineeringcollege449.edu.in,,info@belagaviengineeringcollege449.edu.in,1969,CSE|ECE|ME|Civil|AI|DS
Chitradurga PU College 450,Chitradurga,PU,46,3.8,749919,"PU college in Chitradurga, Karnataka",https://chitradurgapucollege450.edu.in,,info@chitradurgapucollege450.edu.in,1995,PUC Science|Commerce|Arts
Chikkamagaluru Engineering College 451,Chikkamagaluru,Engineering,460,3.5,319728,"Engineering college in Chikkamagaluru, Karnataka",https://chikkamagaluruengineeringcollege451.edu.in,,info@chikkamagaluruengineeringcollege451.edu.in,2001,CSE|ECE|ME|Civil|AI|DS
Kalaburagi Engineering College 452,Kalaburagi,Engineering,433,4.8,1291581,"Engineering college in Kalaburagi, Karnataka",https://kalaburagiengineeringcollege452.edu.in,,info@kalaburagiengineeringcollege452.edu.in,2018,CSE|ECE|ME|Civil|AI|DS
Udupi PU College 453,Udupi,PU,37,3.9,192562,"PU college in Udupi, Karnataka",https://udupipucollege453.edu.in,,info@udupipucollege453.edu.in,2022,PUC Science|Commerce|Arts
